key,lor,year,month,hour,weekday,ac_category,ac_type,is_car,latitude,longitude,district_LOR3,district_LOR2,district,distance_to_CC
6287-2020-2100101,02100101,2020,8,18,5,light_injured,other,True,52.498354150418564,13.38786654541421,021001,0210,02,2.6120776360896856
6293-2020-7100206,07100206,2020,6,20,3,light_injured,other,True,52.49183386785766,13.36084244630196,071002,0710,07,4.302612182607824
6296-2020-2500727,02500727,2020,9,15,6,light_injured,other,False,52.51546062475316,13.456670109938422,025007,0250,02,3.486851102276432
6298-2020-11300724,11300724,2020,2,20,4,seriously_injured,other,True,52.51241550603546,13.488247190079333,113007,1130,11,5.656243787222849
6299-2020-1300836,01300836,2020,10,13,6,light_injured,other,False,52.541595607811004,13.369674838080764,013008,0130,01,3.492241300653324
6302-2020-4200310,04200310,2020,6,10,3,light_injured,other,False,52.50917041213429,13.27142734665914,042003,0420,04,9.180789317226155
6305-2020-3200206,03200206,2020,9,18,3,light_injured,other,True,52.579855354218836,13.398431149084184,032002,0320,03,6.771336341467156
6306-2020-1401044,01401044,2020,11,19,5,light_injured,turn_in,False,52.550773034178725,13.367725678683438,014010,0140,01,4.358799080213169
6307-2020-6300629,06300629,2020,6,16,4,light_injured,other,True,52.446063252721295,13.294295243257624,063006,0630,06,11.109264531955464
6308-2020-5200528,05200528,2020,8,17,1,light_injured,other,True,52.51664897251783,13.179091535044673,052005,0520,05,15.38294865746066
6309-2020-11300722,11300722,2020,6,16,3,light_injured,other,True,52.51282038117228,13.484238233999523,113007,1130,11,5.380502280985664
6310-2020-2200208,02200208,2020,2,10,4,light_injured,turn_in,False,52.4974706751844,13.389268744473595,022002,0220,02,2.6583679046800803
6311-2020-9100202,09100202,2020,10,14,2,light_injured,other,False,52.48434978538177,13.468532961889343,091002,0910,09,5.76494742552803
6313-2020-12100204,12100204,2020,8,19,3,light_injured,other,False,52.56460785114615,13.363812561332033,121002,1210,12,5.79950207495228
6315-2020-7400720,07400720,2020,5,11,3,light_injured,other,True,52.48480511470108,13.386059182585775,074007,0740,07,4.048588665167879
6316-2020-1200624,01200624,2020,2,6,4,light_injured,other,False,52.52907313933351,13.369464646647083,012006,0120,01,2.693088315327107
6318-2020-3200206,03200206,2020,8,7,2,light_injured,other,False,52.58255218412164,13.403684177111952,032002,0320,03,7.054911354477752
6328-2020-6300629,06300629,2020,7,11,4,seriously_injured,other,False,52.44955517339597,13.304002313708231,063006,0630,06,10.37771928090496
6334-2020-3601142,03601142,2020,7,14,1,light_injured,other,False,52.545022048732825,13.4125100131888,036011,0360,03,2.9146043009425644
6336-2020-9100101,09100101,2020,10,7,2,light_injured,other,False,52.4941835252738,13.460812954936777,091001,0910,09,4.663578308677347
6339-2020-10300733,10300733,2020,9,18,5,light_injured,other,True,52.50934552434331,13.553390201691883,103007,1030,10,10.088148890683588
6341-2020-3400721,03400721,2020,4,13,5,seriously_injured,other,False,52.569971277524694,13.400024720161351,034007,0340,03,5.666584435473772
6344-2020-3601449,03601449,2020,5,17,1,light_injured,other,True,52.545564279328566,13.445072288160208,036014,0360,03,3.972569871454228
6347-2020-7200411,07200411,2020,12,13,7,light_injured,other,True,52.48983081772033,13.35986148762418,072004,0720,07,4.5086848680611515
6350-2020-7601544,07601544,2020,10,16,2,light_injured,other,False,52.39130404845409,13.406637592602749,076015,0760,07,14.22796141161312
6359-2020-7501029,07501029,2020,5,12,7,light_injured,other,False,52.439250115468425,13.38174540086769,075010,0750,07,9.039879866083657
6360-2020-10100208,10100208,2020,6,13,6,light_injured,other,True,52.552168664559716,13.549636385487014,101002,1010,10,10.436740726353724
6364-2020-7601341,07601341,2020,6,15,3,seriously_injured,other,True,52.40716505478802,13.357761322792873,076013,0760,07,12.881146728420596
6367-2020-3601141,03601141,2020,9,8,6,light_injured,other,True,52.55072600810224,13.414101635638984,036011,0360,03,3.5584271428848555
6372-2020-1300836,01300836,2020,8,21,1,seriously_injured,other,False,52.54152895922033,13.369214514613056,013008,0130,01,3.5088977353663124
6373-2020-7200308,07200308,2020,7,18,5,light_injured,other,True,52.48186368479145,13.34856513604863,072003,0720,07,5.680183904493812
6375-2020-4200310,04200310,2020,6,14,2,seriously_injured,other,False,52.50906769178732,13.26743499889273,042003,0420,04,9.451247309010625
6382-2020-9200613,09200613,2020,6,10,3,light_injured,other,True,52.45838978253369,13.507235806621056,092006,0920,09,9.661161976850673
6384-2020-4200310,04200310,2020,10,15,1,light_injured,other,True,52.50908573198703,13.267729551609518,042003,0420,04,9.431151843029516
6385-2020-1100310,01100310,2020,12,9,6,light_injured,other,True,52.51946861672816,13.412447407125903,011003,0110,01,0.4616313236232934
6386-2020-12100204,12100204,2020,8,10,3,light_injured,other,False,52.5668570673823,13.362831352824386,121002,1210,12,6.050640570206529
6388-2020-7200308,07200308,2020,10,19,6,light_injured,turn_in,True,52.4811886230438,13.349981102443158,072003,0720,07,5.670755257721199
6395-2020-9100203,09100203,2020,6,7,4,light_injured,other,True,52.48451132409438,13.47946398716615,091002,0910,09,6.323340112457395
6397-2020-2500727,02500727,2020,9,16,3,light_injured,other,True,52.515732886065024,13.45377751761622,025007,0250,02,3.288284256829023
6399-2020-3601142,03601142,2020,8,17,3,light_injured,turn_in,False,52.54908931130161,13.413463861625791,036011,0360,03,3.3717373918889284
6400-2020-2400522,02400522,2020,6,19,5,light_injured,other,False,52.516320510445624,13.448173569936133,024005,0240,02,2.9029049482629574
6404-2020-2200209,02200209,2020,11,6,3,light_injured,other,False,52.490855033757974,13.386612823333818,022002,0220,02,3.4054964331922957
6406-2020-1100310,01100310,2020,9,15,2,light_injured,other,True,52.52495322489527,13.419942723540876,011003,0110,01,1.1636601517030396
6407-2020-3601141,03601141,2020,8,1,1,light_injured,other,False,52.54977031114077,13.413934228523411,036011,0360,03,3.451643077810878
135651-2020-8100310,08100310,2020,1,11,2,seriously_injured,other,True,52.49347610502968,13.428043825195,081003,0810,08,3.237314012442105
135653-2020-8100105,08100105,2020,1,9,2,light_injured,other,True,52.46608489919466,13.428997376165512,081001,0810,08,6.115440982641548
135656-2020-8100314,08100314,2020,1,17,2,light_injured,other,False,52.48357219976546,13.435593935795417,081003,0810,08,4.451644217928241
135660-2020-1300733,01300733,2020,1,15,2,light_injured,other,True,52.55012451038151,13.389008931583614,013007,0130,01,3.6258001722861866
135663-2020-10300731,10300731,2020,1,14,2,light_injured,other,True,52.522282287146325,13.564912184096931,103007,1030,10,10.81498855357416
135669-2020-1100311,01100311,2020,1,20,3,light_injured,other,True,52.519948774728775,13.416375063148072,011003,0110,01,0.7322154492932572
135671-2020-3701657,03701657,2020,1,12,2,light_injured,other,False,52.53936200940776,13.42982908553743,037016,0370,03,2.7821910251143764
135673-2020-6100206,06100206,2020,1,14,3,light_injured,other,True,52.449547289065585,13.337928331775059,061002,0610,06,9.010417893028825
135678-2020-12400619,12400619,2020,1,9,2,seriously_injured,other,True,52.613853911872056,13.240784286342627,124006,1240,12,15.362990730261274
135680-2020-4300414,04300414,2020,1,8,2,light_injured,other,True,52.510471873700084,13.29154812350435,043004,0430,04,7.807254928141002
135687-2020-1100309,01100309,2020,1,23,1,light_injured,other,False,52.523602956020255,13.40173996689089,011003,0110,01,0.5611666108783747
135688-2020-2100101,02100101,2020,1,16,4,seriously_injured,other,True,52.50787252887721,13.37775078127065,021001,0210,02,2.273818385236996
135689-2020-7501134,07501134,2020,1,12,1,seriously_injured,other,False,52.439835791365795,13.392065923179818,075011,0750,07,8.875648880258403
135697-2020-8100208,08100208,2020,1,18,1,light_injured,other,True,52.47041693835864,13.441657097939714,081002,0810,08,5.949843859001254
135708-2020-1401044,01401044,2020,1,17,7,light_injured,other,True,52.55199182598371,13.378378707225815,014010,0140,01,4.095371107778689
135717-2020-1100308,01100308,2020,1,13,7,light_injured,other,True,52.52206867068177,13.376432585219195,011003,0110,01,2.0103970831621245
135721-2020-1200517,01200517,2020,1,13,7,seriously_injured,other,True,52.525784967615316,13.316029147447688,012005,0120,01,6.128529280635012
135723-2020-4501150,04501150,2020,1,11,7,light_injured,other,False,52.48608982217288,13.322617912680593,045011,0450,04,6.734147628645141
135730-2020-10300734,10300734,2020,1,12,5,light_injured,other,False,52.49307963436767,13.561363278238153,103007,1030,10,10.963268843664684
135733-2020-6200421,06200421,2020,1,12,6,light_injured,other,False,52.43714727690868,13.322936530253783,062004,0620,06,10.71863527979855
135736-2020-3400826,03400826,2020,1,14,3,light_injured,other,True,52.561168053572594,13.411475612250289,034008,0340,03,4.690641026633881
135742-2020-4300622,04300622,2020,1,17,4,light_injured,other,False,52.51812994647039,13.321064150722453,043006,0430,04,5.743988999499958
135754-2020-2100106,02100106,2020,1,18,6,light_injured,other,True,52.49837489546352,13.414069920401129,021001,0210,02,2.382759945999991
135755-2020-4400726,04400726,2020,1,18,6,light_injured,other,True,52.4852953035009,13.284214978440888,044007,0440,04,9.067637538453187
135766-2020-11400927,11400927,2020,1,16,6,light_injured,turn_in,True,52.50517636576114,13.471305332912417,114009,1140,11,4.720439604292607
135767-2020-1100308,01100308,2020,1,18,3,light_injured,other,False,52.52637750482765,13.387233284711437,011003,0110,01,1.4863940323877494
135768-2020-1100312,01100312,2020,1,7,4,light_injured,other,True,52.512016434852434,13.408882591005682,011003,0110,01,0.8248716157882952
135770-2020-8100208,08100208,2020,1,22,6,light_injured,other,False,52.46962303659923,13.435527101598149,081002,0810,08,5.874077613447707
135775-2020-6300631,06300631,2020,1,20,6,seriously_injured,other,True,52.41781763186299,13.286880450991571,063006,0630,06,13.868907750554925
135777-2020-1300732,01300732,2020,1,20,6,seriously_injured,other,True,52.55585295302731,13.387989406804266,013007,0130,01,4.255108928181442
135778-2020-7300618,07300618,2020,1,17,3,light_injured,other,True,52.47133847094176,13.340345360087314,073006,0730,07,6.9285069216894595
135788-2020-9501737,09501737,2020,1,11,6,light_injured,other,True,52.451610721971186,13.624805127771408,095017,0950,09,16.677045354682082
135790-2020-3400721,03400721,2020,1,10,6,light_injured,other,True,52.567107782545705,13.397301927222932,034007,0340,03,5.365091995533876
135792-2020-7300517,07300517,2020,1,1,6,light_injured,other,False,52.46962546494632,13.33145482262962,073005,0730,07,7.469443051919495
135797-2020-2200210,02200210,2020,1,17,3,light_injured,other,True,52.49631227730559,13.395234738431368,022002,0220,02,2.6397106897586324
135800-2020-10400941,10400941,2020,1,16,3,light_injured,other,True,52.48779181260393,13.60559185008479,104009,1040,10,14.017677844416482
135802-2020-9301228,09301228,2020,1,13,5,light_injured,turn_in,True,52.36605196838425,13.655019646942922,093012,0930,09,24.037071232624836
135804-2020-3200310,03200310,2020,1,12,5,light_injured,other,True,52.612421635975934,13.431251025920462,032003,0320,03,10.521494181203638
135805-2020-2500726,02500726,2020,1,11,5,light_injured,turn_in,True,52.52612873990796,13.451476453440472,025007,0250,02,3.20457801693157
135821-2020-6200317,06200317,2020,1,15,3,light_injured,other,True,52.42212645671656,13.349162131325828,062003,0620,06,11.460403352158492
135825-2020-1100102,01100102,2020,1,17,5,light_injured,other,True,52.50927008476731,13.371819793543697,011001,0110,01,2.5478783689245135
135826-2020-1300733,01300733,2020,1,15,5,light_injured,other,True,52.5560576424134,13.384463666152467,013007,0130,01,4.35011581039223
135832-2020-3400619,03400619,2020,1,11,3,seriously_injured,other,True,52.58423187198736,13.365771304451178,034006,0340,03,7.729682747765079
135834-2020-6400840,06400840,2020,1,21,4,light_injured,other,True,52.45093957291086,13.25415725912269,064008,0640,06,12.789443322169909
135836-2020-2100106,02100106,2020,1,13,4,deadly,other,False,52.49887839750315,13.418625325970698,021001,0210,02,2.422832352337737
135843-2020-4501043,04501043,2020,1,15,3,light_injured,other,False,52.49925434755068,13.312492755058365,045010,0450,04,6.702784133748923
135844-2020-3601346,03601346,2020,1,1,4,seriously_injured,other,False,52.54278358516627,13.41422705615613,036013,0360,03,2.6917209800344204
135845-2020-4501042,04501042,2020,1,7,3,light_injured,other,True,52.50258236408102,13.338752223202942,045010,0450,04,4.903384509013645
135851-2020-8100312,08100312,2020,1,19,2,light_injured,other,True,52.485655388004574,13.431282671663508,081003,0810,08,4.114628330473797
135853-2020-6300526,06300526,2020,1,19,4,light_injured,other,True,52.43311803761502,13.25953386374192,063005,0630,06,13.793766430542926
135862-2020-2200208,02200208,2020,1,6,4,light_injured,other,True,52.49298330301257,13.387985235716547,022002,0220,02,3.1510133406716156
135886-2020-1100416,01100416,2020,1,8,3,light_injured,other,False,52.534709103386,13.405779745744775,011004,0110,01,1.7297696566308778
135904-2020-1100101,01100101,2020,1,17,4,light_injured,other,True,52.50386079230213,13.346915305142865,011001,0110,01,4.3369960495764825
135917-2020-11300617,11300617,2020,1,10,6,light_injured,other,True,52.52830857161132,13.467987972144728,113006,1130,11,4.350742268807457
135918-2020-8100102,08100102,2020,1,7,5,light_injured,other,True,52.47726221147265,13.423640322550645,081001,0810,08,4.8199166650041345
135919-2020-9200614,09200614,2020,1,7,2,light_injured,other,True,52.450738097204535,13.539279338493905,092006,0920,09,11.847641330420572
135921-2020-2300417,02300417,2020,1,18,3,light_injured,other,True,52.49691971444148,13.425645317419484,023004,0230,02,2.8227171522252172
135924-2020-2300314,02300314,2020,1,13,2,light_injured,other,True,52.50484770944964,13.426779972302834,023003,0230,02,2.1431522979961666
135925-2020-4501146,04501146,2020,1,10,6,seriously_injured,other,False,52.48520324644521,13.306483691016657,045011,0450,04,7.722899663631121
135927-2020-4501152,04501152,2020,1,18,4,light_injured,other,False,52.49078094203517,13.331618637366583,045011,0450,04,5.937673352592866
135929-2020-3601142,03601142,2020,1,9,4,light_injured,other,True,52.54440116856986,13.41273550848318,036011,0360,03,2.8489562975012626
135932-2020-9200717,09200717,2020,1,9,6,seriously_injured,other,True,52.44719834796913,13.556570185845235,092007,0920,09,13.008924499311455
135933-2020-9401431,09401431,2020,1,8,6,light_injured,turn_in,False,52.44725121376036,13.592330389977853,094014,0940,09,14.995062168646866
135935-2020-6100101,06100101,2020,1,8,6,seriously_injured,other,True,52.45362926626892,13.31643779368871,061001,0610,06,9.482653854087575
135936-2020-3601142,03601142,2020,1,18,5,light_injured,other,True,52.54651270788194,13.40025536152763,036011,0360,03,3.065290199092036
135938-2020-9100408,09100408,2020,1,12,1,deadly,other,False,52.44764962372656,13.512811429470812,091004,0910,09,10.784879969576114
135939-2020-8100311,08100311,2020,1,12,2,light_injured,other,True,52.48828276751547,13.426692999940379,081003,0810,08,3.7212837982549076
135946-2020-4300622,04300622,2020,1,8,6,seriously_injured,other,True,52.5121976766573,13.331141532638615,043006,0430,04,5.118163633753561
135950-2020-1200626,01200626,2020,1,18,5,light_injured,other,False,52.52497819098133,13.342817976005716,012006,0120,01,4.31459602342231
135951-2020-7200308,07200308,2020,1,13,4,light_injured,other,True,52.4826246064483,13.343959459043203,072003,0720,07,5.838824608936311
135952-2020-4501045,04501045,2020,1,18,7,light_injured,other,True,52.49503111944858,13.33103490434045,045010,0450,04,5.734960865028987
135953-2020-3400829,03400829,2020,1,17,2,light_injured,other,True,52.5643260034077,13.426881052285308,034008,0340,03,5.227534942910238
135954-2020-9100407,09100407,2020,1,7,6,light_injured,other,True,52.44498495440251,13.50502920414442,091004,0910,09,10.663316763016798
135958-2020-9100409,09100409,2020,1,9,2,light_injured,other,True,52.43912897920154,13.52471144253086,091004,0910,09,12.030736799351349
135959-2020-8100312,08100312,2020,1,20,6,light_injured,other,True,52.484967098394236,13.437434288462471,081003,0810,08,4.374377085666887
135962-2020-11200411,11200411,2020,1,7,4,seriously_injured,other,True,52.550644483714684,13.511828197205704,112004,1120,11,8.010400968829083
135963-2020-6100206,06100206,2020,1,13,7,light_injured,other,True,52.44517299249768,13.330419869212772,061002,0610,06,9.691403693476769
135965-2020-2300315,02300315,2020,1,19,6,light_injured,other,True,52.49919601487222,13.430424666417327,023003,0230,02,2.7863077805556253
135967-2020-4100102,04100102,2020,1,11,6,light_injured,other,True,52.53948890423209,13.299982133212378,041001,0410,04,7.520311005193397
135968-2020-9501736,09501736,2020,1,7,5,light_injured,other,True,52.45244934179803,13.604395404079987,095017,0950,09,15.406746008485452
135970-2020-2400623,02400623,2020,1,19,6,light_injured,turn_in,True,52.51036998132819,13.43021537427914,024006,0240,02,1.9327413442837793
135978-2020-6200421,06200421,2020,1,10,7,light_injured,other,True,52.423978159708,13.3143508255087,062004,0620,06,12.275764124501341
135984-2020-2200210,02200210,2020,1,16,3,light_injured,other,True,52.493883867008904,13.402837766602179,022002,0220,02,2.8197044916414855
135986-2020-2400521,02400521,2020,1,7,6,light_injured,other,True,52.522410785034964,13.429576172427911,024005,0240,02,1.6627562205531514
135987-2020-3200309,03200309,2020,1,8,2,light_injured,other,True,52.59252380859847,13.43669709333246,032003,0320,03,8.430222448980674
135990-2020-9200819,09200819,2020,1,16,4,light_injured,other,True,52.4404380876313,13.567435003080687,092008,0920,09,14.055026085765157
135995-2020-2200209,02200209,2020,1,8,3,light_injured,other,False,52.4888219693699,13.374460914193222,022002,0220,02,3.986224337648149
135996-2020-7100101,07100101,2020,1,15,6,seriously_injured,other,False,52.50192610928287,13.342003430418991,071001,0710,07,4.728787679310218
136003-2020-7400826,07400826,2020,1,15,6,light_injured,other,False,52.45447345720216,13.374044043506238,074008,0740,07,7.512256494844416
136004-2020-2100106,02100106,2020,1,17,6,light_injured,other,False,52.498469766657614,13.40640902300637,021001,0210,02,2.30341179924646
136005-2020-5300736,05300736,2020,1,23,2,light_injured,other,True,52.54278164005788,13.230199494351984,053007,0530,05,12.194089770529658
136014-2020-2200208,02200208,2020,1,23,7,light_injured,other,True,52.49595551092083,13.389424376831164,022002,0220,02,2.808201731382234
136018-2020-4200308,04200308,2020,1,10,6,seriously_injured,other,True,52.52368945399968,13.27938563725549,042003,0420,04,8.586269379790545
136025-2020-7501030,07501030,2020,1,7,2,light_injured,other,True,52.45257200517268,13.383435125891602,075010,0750,07,7.5625026761269165
136032-2020-2200211,02200211,2020,1,12,5,light_injured,other,True,52.48954936907753,13.390720940019389,022002,0220,02,3.448186385240555
136038-2020-7601545,07601545,2020,1,7,6,light_injured,other,False,52.39426080144734,13.412503227026589,076015,0760,07,13.906566658783289
136047-2020-1100416,01100416,2020,1,1,1,light_injured,other,False,52.53347173064511,13.40462290461181,011004,0110,01,1.593630782723693
136049-2020-7601341,07601341,2020,1,7,5,light_injured,other,True,52.409119347501715,13.37603826543495,076013,0760,07,12.409861775915
136050-2020-11401137,11401137,2020,1,13,6,light_injured,other,True,52.49600917193862,13.524626552563056,114011,1140,11,8.478335252548774
136051-2020-7100206,07100206,2020,1,15,6,light_injured,other,False,52.48817982187945,13.370575066680988,071002,0710,07,4.191125219160564
136053-2020-7400928,07400928,2020,1,14,5,light_injured,other,True,52.46343555607858,13.4199664630631,074009,0740,07,6.276962565422328
136059-2020-1401043,01401043,2020,1,15,4,light_injured,other,True,52.546216813624696,13.369085494799387,014010,0140,01,3.9017493751263013
136060-2020-3701556,03701556,2020,1,18,7,light_injured,turn_in,True,52.53355796202462,13.421106046121649,037015,0370,03,1.914041044083503
136061-2020-12200515,12200515,2020,1,18,2,light_injured,other,True,52.583939092063574,13.275642694568376,122005,1220,12,11.390283368790502
136064-2020-3601142,03601142,2020,1,14,6,light_injured,turn_in,True,52.54116697856582,13.407319689220921,036011,0360,03,2.450942326299717
136065-2020-7501029,07501029,2020,1,15,7,light_injured,other,True,52.44495740395899,13.37954019007686,075010,0750,07,8.446106291171704
136067-2020-12200515,12200515,2020,1,9,2,light_injured,other,False,52.59021700034164,13.283924671489004,122005,1220,12,11.432157819197972
136068-2020-6400737,06400737,2020,1,15,7,light_injured,other,True,52.43016459055519,13.223149339833713,064007,0640,06,15.870909435732846
136069-2020-3601244,03601244,2020,1,11,3,light_injured,other,True,52.55211751045924,13.427002517742876,036012,0360,03,3.94240969643697
136071-2020-1100205,01100205,2020,1,8,4,light_injured,other,True,52.509617223151594,13.376608589711736,011002,0110,01,2.2404904029807557
136076-2020-3100101,03100101,2020,1,10,6,seriously_injured,other,True,52.6434269340039,13.49610655114142,031001,0310,03,15.125785045465788
136077-2020-11501238,11501238,2020,1,7,5,light_injured,other,True,52.48275045632091,13.501664781943438,115012,1150,11,7.675894963247987
136080-2020-2200210,02200210,2020,1,18,3,light_injured,other,True,52.49634234874695,13.3950064291511,022002,0220,02,2.640693436999659
136090-2020-3400829,03400829,2020,1,8,4,light_injured,other,True,52.56246594944154,13.4214038594516,034008,0340,03,4.935376667408316
136091-2020-8100314,08100314,2020,1,12,1,light_injured,other,False,52.4837912048918,13.432681486918767,081003,0810,08,4.342793022397438
136092-2020-12100205,12100205,2020,1,16,3,light_injured,other,True,52.565137864888946,13.33536902757351,121002,1210,12,6.9940786218447695
136093-2020-7400928,07400928,2020,1,10,5,light_injured,turn_in,True,52.465028639296996,13.421480241421719,074009,0740,07,6.119095243739992
136097-2020-4200311,04200311,2020,1,16,5,light_injured,other,True,52.518089280164844,13.280146981377628,042003,0420,04,8.521197141708214
136099-2020-2200211,02200211,2020,1,13,7,light_injured,other,False,52.486927284961794,13.390376607023878,022002,0220,02,3.7344719672328903
136100-2020-3300411,03300411,2020,1,16,2,light_injured,turn_in,False,52.62110276984781,13.49024770994862,033004,0330,03,12.710769895796387
136102-2020-2400521,02400521,2020,1,18,4,light_injured,other,True,52.52310077485533,13.429500884851395,024005,0240,02,1.6761622895755859
136113-2020-1100313,01100313,2020,1,6,5,light_injured,other,True,52.50674580645449,13.41342200040611,011003,0110,01,1.4788677769863878
136118-2020-6200311,06200311,2020,1,14,1,light_injured,other,True,52.43324136263159,13.353001984085763,062003,0620,06,10.208878249890937
136124-2020-4200308,04200308,2020,1,19,5,light_injured,other,True,52.51830991514816,13.279992022341581,042003,0420,04,8.531384575991751
136126-2020-10300732,10300732,2020,1,10,6,light_injured,other,True,52.52873587832033,13.569540164015034,103007,1030,10,11.173623550732126
136131-2020-1100206,01100206,2020,1,9,5,light_injured,other,True,52.512190683837794,13.391072922948494,011002,0110,01,1.258381590609708
136132-2020-6200421,06200421,2020,1,7,2,light_injured,other,True,52.4308169640121,13.317506837179824,062004,0620,06,11.512234507790529
136133-2020-6100206,06100206,2020,1,18,5,light_injured,other,True,52.44582200072242,13.340854601479732,061002,0610,06,9.27327744054468
136135-2020-1100313,01100313,2020,1,18,5,light_injured,other,False,52.50759400739942,13.427651597156823,011003,0110,01,1.971240959165858
136136-2020-6400735,06400735,2020,1,10,7,seriously_injured,other,False,52.39763904742972,13.143645681539239,064007,0640,06,22.36256278502227
136140-2020-3601346,03601346,2020,1,20,4,light_injured,other,True,52.54539232394971,13.417027528339345,036013,0360,03,3.0186923591763355
136144-2020-9200715,09200715,2020,1,8,6,light_injured,other,True,52.431425855898794,13.534324660918314,092007,0920,09,13.105226912390918
136145-2020-6200313,06200313,2020,1,8,2,light_injured,other,True,52.43628863201028,13.34591344186574,062003,0620,06,10.07619834148439
136149-2020-1100206,01100206,2020,1,10,2,light_injured,other,True,52.516369005466046,13.380896165088766,011002,0110,01,1.7099180755917371
136150-2020-2300314,02300314,2020,1,16,5,light_injured,turn_in,False,52.50011804628069,13.418455875749425,023003,0230,02,2.2904632244612277
136151-2020-8100310,08100310,2020,1,19,5,light_injured,other,True,52.493207200881535,13.42551824894944,081003,0810,08,3.1875421894522855
136154-2020-9100408,09100408,2020,1,10,3,light_injured,other,True,52.44653310525448,13.51407063250896,091004,0910,09,10.93437464557643
136157-2020-8100105,08100105,2020,1,18,1,light_injured,other,True,52.464418577696115,13.43307381253908,081001,0810,08,6.370068136644325
136159-2020-2400623,02400623,2020,1,14,5,light_injured,other,True,52.51474949242105,13.43503562879453,024006,0240,02,2.0534353685593736
136162-2020-6400735,06400735,2020,1,10,7,light_injured,other,False,52.389872327504754,13.12980729133925,064007,0640,06,23.635964883513633
136170-2020-1300836,01300836,2020,1,9,2,light_injured,turn_in,False,52.54489462136205,13.364149734715381,013008,0130,01,4.01680659295777
136171-2020-2500726,02500726,2020,1,17,7,light_injured,other,False,52.5276564641662,13.451919443623721,025007,0250,02,3.2786063186891274
136172-2020-12100204,12100204,2020,1,11,3,light_injured,other,False,52.567638077501066,13.361326463097505,121002,1210,12,6.176077599838705
136173-2020-6300634,06300634,2020,1,13,7,light_injured,other,True,52.43127485947821,13.309608231246806,063006,0630,06,11.757969059072881
136177-2020-2100104,02100104,2020,1,15,3,light_injured,other,True,52.50171052172359,13.40922377545085,021001,0210,02,1.957207938935035
136179-2020-6300633,06300633,2020,1,16,5,light_injured,other,False,52.43737773332572,13.305578534851026,063006,0630,06,11.360923999174743
136183-2020-11400927,11400927,2020,1,19,3,light_injured,other,True,52.50304979475435,13.473631183694039,114009,1140,11,4.950614238685346
136185-2020-4500936,04500936,2020,1,15,5,light_injured,other,True,52.499864679836065,13.306777432782988,045009,0450,04,7.049151996538654
136186-2020-2100101,02100101,2020,1,19,3,light_injured,other,True,52.50337542609667,13.38765795926987,021001,0210,02,2.1404634417338513
136190-2020-2300316,02300316,2020,1,21,4,light_injured,other,False,52.50104613886844,13.444763502214954,023003,0230,02,3.3334227276739927
136193-2020-7200307,07200307,2020,1,7,3,light_injured,other,True,52.48867783739629,13.344909796620543,072003,0720,07,5.341245785126234
136194-2020-9200715,09200715,2020,1,7,3,light_injured,other,False,52.4280719338255,13.526827251547823,092007,0920,09,13.058760591382502
136197-2020-1100206,01100206,2020,1,19,4,light_injured,other,True,52.518825602122014,13.38030635054996,011002,0110,01,1.7217857538109693
136199-2020-4501040,04501040,2020,1,7,6,light_injured,other,False,52.50279490577117,13.313353114144185,045010,0450,04,6.526710339303816
136200-2020-6100205,06100205,2020,1,14,3,seriously_injured,other,False,52.45024782310057,13.344683407071646,061002,0610,06,8.71624119206002
136204-2020-7100101,07100101,2020,1,18,3,light_injured,other,True,52.49673245104184,13.34491477062839,071001,0710,07,4.821313705272947
136206-2020-4501045,04501045,2020,1,18,4,light_injured,other,True,52.49839760634418,13.334381529710422,045010,0450,04,5.363299438509738
136207-2020-9200715,09200715,2020,1,11,3,light_injured,other,True,52.43156871327749,13.546837901362219,092007,0920,09,13.675730266767047
136208-2020-1200624,01200624,2020,1,7,3,light_injured,other,True,52.537243471876565,13.360341056798786,012006,0120,01,3.675452249412657
136209-2020-9200510,09200510,2020,1,17,5,light_injured,other,True,52.462776503514604,13.512554029322583,092005,0920,09,9.596047569015862
136211-2020-1100309,01100309,2020,1,17,4,light_injured,other,True,52.52658445115286,13.407685797744612,011003,0110,01,0.836976699921445
136215-2020-12200412,12200412,2020,1,12,6,deadly,other,False,52.57820772599566,13.297977045461181,122004,1220,12,9.825012891921189
136216-2020-9300920,09300920,2020,1,17,3,light_injured,other,True,52.42465081689451,13.526426085906836,093009,0930,09,13.339822688664082
136229-2020-1300836,01300836,2020,1,14,3,light_injured,other,True,52.54447670393781,13.371031598511193,013008,0130,01,3.6684284964080507
136232-2020-4300623,04300623,2020,1,16,3,light_injured,other,True,52.50789389691477,13.307212867020882,043006,0430,04,6.800506558990313
136234-2020-7601341,07601341,2020,1,14,4,light_injured,other,True,52.40293962499065,13.382473769554126,076013,0760,07,13.028768853185584
136235-2020-1100416,01100416,2020,1,10,3,light_injured,other,False,52.53413672591311,13.404268280956918,011004,0110,01,1.6687541668190922
136237-2020-3300411,03300411,2020,1,6,5,seriously_injured,other,False,52.61854977643336,13.488025586591828,033004,0330,03,12.389332259921186
136238-2020-3601244,03601244,2020,1,14,2,light_injured,other,True,52.55139303284788,13.428864696966109,036012,0360,03,3.9166004522461373
136245-2020-8100206,08100206,2020,1,22,4,light_injured,other,False,52.48150064907956,13.431690254878244,081002,0810,08,4.548527292455484
136246-2020-7601341,07601341,2020,1,12,2,light_injured,other,False,52.40911314403576,13.37598282637429,076013,0760,07,12.411154843814689
