key,lor,year,month,hour,weekday,ac_category,ac_type,is_car,latitude,longitude,district_LOR3,district_LOR2,district,distance_to_CC
211829-2021-6100209,06100209,2021,4,10,3,light_injured,other,False,52.458921179261914,13.339321928425242,061002,0610,06,8.077615322996916
211827-2021-2500833,02500833,2021,5,1,7,light_injured,other,False,52.51047603280351,13.453202721134502,025008,0250,02,3.368924604266338
211826-2021-2200210,02200210,2021,4,13,4,light_injured,other,False,52.49167018990367,13.394696775550774,022002,0220,02,3.148836510518293
211824-2021-6100207,06100207,2021,4,14,6,light_injured,other,True,52.45181449619488,13.32078468443861,061002,0610,06,9.455987692277521
211820-2021-2400624,02400624,2021,4,13,7,light_injured,other,True,52.509767682259024,13.450141427726914,024006,0240,02,3.1953471670584546
211818-2021-9501838,09501838,2021,5,13,2,seriously_injured,other,True,52.44065785468209,13.686915180315708,095018,0950,09,21.010700423238887
211814-2021-7400823,07400823,2021,5,15,7,light_injured,other,False,52.455511747022875,13.375321725696633,074008,0740,07,7.376889701708384
211811-2021-2100103,02100103,2021,4,9,2,light_injured,other,False,52.500477805007996,13.397184470675793,021001,0210,02,2.1576557143765944
211809-2021-11100204,11100204,2021,5,14,7,light_injured,other,False,52.56555824762398,13.52360188593345,111002,1110,11,9.522334625500834
211808-2021-8100102,08100102,2021,5,11,7,light_injured,other,True,52.478331334234355,13.425858851434517,081001,0810,08,4.746242641257116
211807-2021-9200613,09200613,2021,4,22,2,light_injured,turn_in,True,52.454131096783186,13.519469027021342,092006,0920,09,10.589383969873035
211806-2021-10200627,10200627,2021,5,18,3,light_injured,other,True,52.52365690845174,13.587474401565037,102006,1020,10,12.350834472770787
211805-2021-4300415,04300415,2021,5,17,7,light_injured,other,True,52.5066774338989,13.291822380278628,043004,0430,04,7.852730474830676
211804-2021-11100308,11100308,2021,5,7,5,light_injured,other,False,52.56812494281123,13.493190356814976,111003,1110,11,8.058682400338053
211803-2021-6200313,06200313,2021,4,8,2,light_injured,other,True,52.43459556922684,13.34600162975945,062003,0620,06,10.246566249054197
211799-2021-7400822,07400822,2021,4,8,3,light_injured,other,True,52.467165415377956,13.370304119870973,074008,0740,07,6.264949104297289
211798-2021-2400623,02400623,2021,3,16,2,seriously_injured,other,True,52.51512276603717,13.4319374690503,024006,0240,02,1.8393097609540228
211796-2021-12100204,12100204,2021,3,11,5,light_injured,other,True,52.564942311367055,13.335896013756663,121002,1210,12,6.953797845243819
211795-2021-1401044,01401044,2021,5,6,3,light_injured,other,True,52.54621369269857,13.369110042471391,014010,0140,01,3.9004218549140566
211794-2021-7200409,07200409,2021,5,17,7,light_injured,other,True,52.488063697328975,13.356209095995673,072004,0720,07,4.8223769216668195
211791-2021-2100102,02100102,2021,4,13,5,light_injured,other,True,52.50706829755193,13.398333007389102,021001,0210,02,1.4351310303455966
211790-2021-3701657,03701657,2021,4,14,2,light_injured,other,False,52.54237360518388,13.425955312934908,037016,0370,03,2.9267780101581318
211789-2021-3400828,03400828,2021,5,1,1,seriously_injured,other,True,52.56055502988617,13.427431266340975,034008,0340,03,4.836799288523574
211787-2021-4300518,04300518,2021,4,0,1,light_injured,turn_in,False,52.525754305644334,13.310793011873896,043005,0430,04,6.481114012413505
211784-2021-3400721,03400721,2021,5,8,5,light_injured,other,True,52.56597876582323,13.395944447863922,034007,0340,03,5.250949671392399
211782-2021-8200730,08200730,2021,3,15,4,light_injured,turn_in,False,52.428459584841406,13.434908785795152,082007,0820,08,10.28706960443568
211781-2021-4501149,04501149,2021,4,17,3,light_injured,other,False,52.4914949515867,13.32358636349276,045011,0450,04,6.367256328409765
211778-2021-1300836,01300836,2021,4,9,4,light_injured,other,True,52.53888736243369,13.371999631370805,013008,0130,01,3.1680667522931834
211777-2021-3601140,03601140,2021,3,18,5,light_injured,other,True,52.55430062923998,13.402525937099773,036011,0360,03,3.9156491509705904
211775-2021-4500937,04500937,2021,4,13,1,light_injured,other,False,52.497816421303185,13.283772630311208,045009,0450,04,8.610335799753573
211774-2021-10100315,10100315,2021,5,7,2,light_injured,other,True,52.54286912503003,13.564596895012684,101003,1010,10,11.103372304882223
211772-2021-5200629,05200629,2021,5,14,7,light_injured,other,False,52.53137583898051,13.197028355267872,052006,0520,05,14.225483627183484
211765-2021-11401137,11401137,2021,5,14,4,light_injured,other,True,52.50073657569047,13.521848908057589,114011,1140,11,8.150469441551358
211763-2021-1200624,01200624,2021,3,15,3,light_injured,other,True,52.53724679073949,13.360337670957904,012006,0120,01,3.675846610956622
211761-2021-3300411,03300411,2021,3,11,6,seriously_injured,other,True,52.61746729522166,13.487132419033202,033004,0330,03,12.254538961885533
211759-2021-4501149,04501149,2021,5,15,3,seriously_injured,other,True,52.48743695287287,13.324374880635576,045011,0450,04,6.5525127134430825
211758-2021-5100211,05100211,2021,4,9,6,light_injured,other,True,52.54888450496497,13.177201976378065,051002,0510,05,15.851816019290062
211755-2021-8100419,08100419,2021,4,19,3,light_injured,other,True,52.48232386570134,13.455977103184663,081004,0810,08,5.336621420343534
211754-2021-1400938,01400938,2021,3,10,3,light_injured,other,True,52.54556742116246,13.332498638925292,014009,0140,01,5.769252164777078
211750-2021-10100210,10100210,2021,3,18,4,light_injured,other,True,52.547475378829226,13.561020232872037,101002,1010,10,11.002875417756243
211748-2021-12200412,12200412,2021,3,8,7,light_injured,other,True,52.57006257562568,13.3002980757864,122004,1220,12,9.120098142965798
211743-2021-9200511,09200511,2021,5,16,1,light_injured,other,False,52.46112066943143,13.519861590240048,092005,0920,09,10.093882662445543
211742-2021-8100208,08100208,2021,4,17,4,light_injured,other,True,52.47314375907463,13.437871935454124,081002,0810,08,5.568637284410196
211740-2021-3400721,03400721,2021,4,20,6,light_injured,other,False,52.5665050716833,13.399618491458693,034007,0340,03,5.283885497812406
211736-2021-4300416,04300416,2021,5,14,3,light_injured,other,True,52.50673296210769,13.292770391514605,043004,0430,04,7.788289004759218
211735-2021-11401136,11401136,2021,5,7,6,light_injured,other,False,52.496211962473325,13.51019905112235,114011,1140,11,7.543249860449851
211734-2021-1100206,01100206,2021,4,8,3,light_injured,turn_in,True,52.51476312268463,13.389368824679533,011002,0110,01,1.209828573920579
211733-2021-9200510,09200510,2021,5,15,5,light_injured,other,True,52.473427723510916,13.509170521643657,092005,0920,09,8.67863856851433
211730-2021-1200629,01200629,2021,4,15,3,light_injured,other,False,52.51572580311867,13.335816956657814,012006,0120,01,4.756937926463046
211725-2021-1300836,01300836,2021,3,15,5,light_injured,other,True,52.54261118447265,13.375800140065683,013008,0130,01,3.303761031621934
211724-2021-2300315,02300315,2021,5,12,2,light_injured,other,False,52.49933258615615,13.432040779526611,023003,0230,02,2.8420339661445113
211719-2021-6100205,06100205,2021,5,18,5,light_injured,other,False,52.450441790867465,13.34300521694731,061002,0610,06,8.752130238280149
211715-2021-12100205,12100205,2021,4,17,3,seriously_injured,other,False,52.57583414895433,13.347723486184607,121002,1210,12,7.430737810237342
211714-2021-12200413,12200413,2021,5,14,6,light_injured,other,True,52.57869006415736,13.292608226602438,122004,1220,12,10.133703838969298
211707-2021-2200210,02200210,2021,4,18,5,light_injured,other,True,52.49762908608255,13.395013801200927,022002,0220,02,2.5031513588811065
211705-2021-4200207,04200207,2021,5,13,2,light_injured,other,False,52.49642666450862,13.267167462190404,042002,0420,04,9.738184243138559
211704-2021-3601245,03601245,2021,4,8,4,seriously_injured,other,True,52.54619123002804,13.438047465539208,036012,0360,03,3.724734855296168
211703-2021-8100417,08100417,2021,5,12,7,seriously_injured,other,False,52.47321813590186,13.448742520790665,081004,0810,08,5.890661550765696
211701-2021-1300732,01300732,2021,5,13,6,light_injured,other,True,52.56302450000467,13.390548803750631,013007,0130,01,4.987218098780357
211700-2021-3701555,03701555,2021,4,12,2,light_injured,other,False,52.53814972481885,13.420225213641656,037015,0370,03,2.3322885247360636
211699-2021-1100308,01100308,2021,4,9,7,light_injured,other,True,52.532797731043324,13.380103736738958,011003,0110,01,2.3045990756750236
211694-2021-4400728,04400728,2021,3,10,6,light_injured,other,True,52.476960177926834,13.28082184962862,044007,0440,04,9.692310677334262
211693-2021-2200213,02200213,2021,5,16,4,light_injured,other,True,52.493023804958625,13.421962732365131,022002,0220,02,3.1122545943629847
211692-2021-2500835,02500835,2021,5,15,3,light_injured,other,True,52.502368290793086,13.469498624564583,025008,0250,02,4.719741266490108
211690-2021-1100313,01100313,2021,5,15,6,light_injured,other,False,52.50672825157438,13.41343720990139,011003,0110,01,1.4810609395250154
211689-2021-8401244,08401244,2021,4,12,4,light_injured,other,True,52.40860486000547,13.499183000208925,084012,0840,08,13.847544570435034
211686-2021-1100309,01100309,2021,4,12,3,light_injured,other,True,52.52884894906893,13.404439902283512,011003,0110,01,1.0808526496027422
211683-2021-10100311,10100311,2021,3,15,4,light_injured,other,False,52.535289179629885,13.51726148580712,101003,1010,10,7.783497167256269
211682-2021-9100101,09100101,2021,4,13,2,light_injured,other,False,52.488913431106106,13.454043515166159,091001,0910,09,4.70356296809508
211681-2021-4400728,04400728,2021,5,15,2,light_injured,other,True,52.485081848228624,13.269127324296914,044007,0440,04,10.017552214950113
211678-2021-4300416,04300416,2021,4,2,7,light_injured,turn_in,True,52.504922845037456,13.300155378833281,043004,0430,04,7.336439807053543
211677-2021-2300314,02300314,2021,3,8,3,light_injured,other,True,52.50208727210115,13.424913782032146,023003,0230,02,2.306317977247071
211676-2021-5300840,05300840,2021,5,5,2,seriously_injured,other,True,52.53518490540678,13.27736274325194,053008,0530,05,8.88827530133819
211675-2021-4300416,04300416,2021,5,7,4,seriously_injured,other,True,52.50683807106177,13.30073647793975,043004,0430,04,7.254475716046902
211674-2021-8401241,08401241,2021,4,8,4,seriously_injured,other,False,52.43534391537036,13.470591476522316,084012,0840,08,10.317880399469528
211672-2021-11100204,11100204,2021,5,16,7,light_injured,other,False,52.567314299366,13.514987275701282,111002,1110,11,9.149704905170426
211671-2021-6200420,06200420,2021,4,13,1,light_injured,turn_in,True,52.421098752455464,13.310434635366333,062004,0620,06,12.687030370558327
211668-2021-1100311,01100311,2021,5,10,6,light_injured,other,True,52.516178661297694,13.425180092050956,011003,0110,01,1.3657732756499097
211661-2021-1100310,01100310,2021,4,12,3,seriously_injured,other,True,52.52821006449361,13.409607693302043,011003,0110,01,1.0415208064181742
211660-2021-7100206,07100206,2021,3,19,2,seriously_injured,other,True,52.487874239288246,13.373147294195608,071002,0710,07,4.1230251676378025
211659-2021-9401534,09401534,2021,4,12,5,light_injured,other,True,52.44748242288375,13.575522495495067,094015,0940,09,14.027948601922725
211656-2021-3601141,03601141,2021,5,19,3,light_injured,turn_in,True,52.55362870700537,13.413990479106582,036011,0360,03,3.8764648067450462
211653-2021-8200623,08200623,2021,4,17,7,light_injured,other,False,52.45276072048346,13.439411819749807,082006,0820,08,7.736644254442768
211651-2021-7400720,07400720,2021,4,18,2,light_injured,other,True,52.48188826929156,13.380250930687982,074007,0740,07,4.492706978989368
211650-2021-8100208,08100208,2021,3,13,3,light_injured,other,True,52.47298513768546,13.437104692010138,081002,0810,08,5.56467303597376
211646-2021-8100310,08100310,2021,3,9,2,light_injured,turn_in,True,52.493436419574266,13.428162571701415,081003,0810,08,3.2450022163784444
211645-2021-4300624,04300624,2021,4,19,7,light_injured,other,True,52.505669468976585,13.323056177097893,043006,0430,04,5.805972610638045
211643-2021-9300920,09300920,2021,5,7,2,seriously_injured,other,True,52.415674003871075,13.530873588867005,093009,0930,09,14.318728314063979
211639-2021-7100102,07100102,2021,4,11,6,light_injured,other,True,52.49670322438925,13.352218929472201,071001,0710,07,4.406355409145662
211637-2021-7200409,07200409,2021,3,9,4,light_injured,turn_in,True,52.48816576286596,13.354114054318044,072004,0720,07,4.914526160158794
211636-2021-7300517,07300517,2021,4,21,6,seriously_injured,other,False,52.47372792265246,13.337791711877156,073005,0730,07,6.841973569588846
211634-2021-6400737,06400737,2021,3,17,4,light_injured,other,True,52.43406487402274,13.205114020735895,064007,0640,06,16.59396053970131
211629-2021-1401046,01401046,2021,5,16,5,light_injured,turn_in,True,52.53892039433457,13.344986725254119,014010,0140,01,4.66802592557636
211628-2021-7200413,07200413,2021,4,12,6,light_injured,other,True,52.47863736112554,13.363435936204729,072004,0720,07,5.3443784941579455
211627-2021-1100103,01100103,2021,4,15,5,seriously_injured,other,True,52.504000969589875,13.352865516607581,011001,0110,01,3.961964845240638
211626-2021-10100102,10100102,2021,5,19,3,light_injured,other,True,52.57332232170147,13.567447792191498,101001,1010,10,12.52092666725874
211623-2021-12601235,12601235,2021,3,11,5,light_injured,other,True,52.59682571745781,13.358809188853032,126012,1260,12,9.207717480441907
211619-2021-4500938,04500938,2021,4,16,4,light_injured,other,True,52.496362801155456,13.29387068377167,045009,0450,04,8.00348792698762
211615-2021-2300314,02300314,2021,5,14,7,light_injured,other,True,52.49918205311801,13.42249885865239,023003,0230,02,2.50014369352793
211613-2021-8100521,08100521,2021,4,20,2,light_injured,other,False,52.464545435625105,13.473165046632397,081005,0810,08,7.613171860028394
211612-2021-7300515,07300515,2021,5,20,2,seriously_injured,other,False,52.47348580627649,13.322086016574213,073005,0730,07,7.619555873613397
211610-2021-4500936,04500936,2021,5,8,4,light_injured,other,False,52.503174258656536,13.303802747759548,045009,0450,04,7.140976728304686
211609-2021-2400623,02400623,2021,4,14,6,light_injured,other,True,52.511095518527085,13.430658482389418,024006,0240,02,1.9196650880357438
211608-2021-5100316,05100316,2021,4,13,5,light_injured,other,True,52.53872446674857,13.200682232008697,051003,0510,05,14.080526600495075
211605-2021-11100204,11100204,2021,4,16,4,light_injured,other,True,52.5596874579682,13.524551021079791,111002,1110,11,9.241192782094352
211604-2021-3200205,03200205,2021,3,7,4,light_injured,other,False,52.5837722698998,13.390830316152956,032002,0320,03,7.25947860327974
211602-2021-2500833,02500833,2021,4,19,2,light_injured,other,True,52.50817349524858,13.463421349654313,025008,0250,02,4.107350161863284
211599-2021-2500833,02500833,2021,5,20,6,light_injured,turn_in,True,52.508930914329774,13.46024227551108,025008,0250,02,3.876222082096765
211598-2021-4300624,04300624,2021,5,16,5,light_injured,other,True,52.5061123119301,13.315797293372281,043006,0430,04,6.27168495847803
211597-2021-1100312,01100312,2021,4,8,2,light_injured,other,True,52.51320050375732,13.417532393078027,011003,0110,01,1.0437788759553985
211589-2021-3701555,03701555,2021,5,11,3,light_injured,other,True,52.5389318067068,13.41489899940356,037015,0370,03,2.2871697424537816
211585-2021-10300731,10300731,2021,5,9,6,light_injured,other,True,52.52920527803095,13.565616819852933,103007,1030,10,10.913741439427085
211579-2021-2200209,02200209,2021,3,18,3,light_injured,other,True,52.485009965919005,13.372077619845662,022002,0220,02,4.432477577380254
211575-2021-2200210,02200210,2021,5,17,5,light_injured,other,True,52.49762810423759,13.395028338638017,022002,0220,02,2.5029709776994187
